

2014-01-01T19:08:56.890Z,38.8028336,N,122.774498,E,1.233,0.28,nc72134326
2014-01-01T19:08:04.950Z,37.552,N,118.8728333,E,3.217,0.07,nc72134331
2014-01-01T19:06:15.180Z,36.611,N,121.1261667,E,8.546,0.66,nc72134321
2014-01-01T18:57:33.370Z,40.3201667,N,121.3455,E,-1.932,0.84,nc72134316
2014-01-01T18:45:50.417Z,61.6796,N,149.9855,E,29.5,1.4,ak0141yiwht
2014-01-01T18:42:00.050Z,35.6771667,N,118.4598333,E,9.188,1.26,ci11408770
2014-01-01T18:33:31.960Z,45.5563333,N,74.2878333,E,11.45,1.88,ld60052526
2014-01-01T18:31:31.473Z,61.6231,N,146.3497,E,48.1,1.9,ak0141yfv0b
2014-01-01T18:30:49.507Z,40.3113,N,119.7707,E,12,-0.3,nn00432945
2014-01-01T18:23:47.950Z,38.8188324,N,122.7955017,E,2.657,0.52,nc72134311
2014-01-01T18:21:14.310Z,35.6641667,N,118.4573333,E,9.198,0.68,ci11408762
2014-01-01T18:13:40.299Z,62.1779,N,141.4079,E,4.6,1.3,ak0141yc0st
2014-01-01T18:09:40.420Z,37.6331667,N,119.0398333,E,-2.884,0.56,nc72134306
2014-01-01T18:06:50.700Z,38.7989998,N,122.784668,E,3.174,0.53,nc72134296
2014-01-01T18:05:54.928Z,40.2989,N,119.7811,E,13.8,-0.2,nn00432944
2014-01-01T18:04:25.460Z,37.6333333,N,119.056,E,12.986,0.34,nc72135686
2014-01-01T18:04:19.810Z,37.6315,N,119.0923333,E,12.393,0.37,nc71076964
2014-01-01T18:04:06.760Z,37.6505,N,119.1896667,E,16.808,0.81,nc71076969
2014-01-01T17:53:39.870Z,33.9945,N,116.7931667,E,16.908,1.44,ci11408754
2014-01-01T17:49:52.630Z,33.6238333,N,116.6906667,E,14.519,0.35,ci11408746
2014-01-01T17:45:03.490Z,35.6685,N,118.4611667,E,7.578,1.1,ci11408738
2014-01-01T17:43:18.610Z,20.434,N,145.3275,W,98.74,4.7,usc000lvd6
2014-01-01T17:42:58.980Z,38.831665,N,122.8021698,E,1.66,0.85,nc72134291
2014-01-01T17:32:46.950Z,33.664,N,116.7776667,E,11.371,-0.05,ci11408730
2014-01-01T17:26:54.420Z,47.3735,N,122.681,E,23.091,1.43,uw60664401
2014-01-01T17:24:13.380Z,51.4159,N,177.598,E,32.7,3.6,usc000lyby
2014-01-01T17:23:12.080Z,38.8378333,N,122.838,E,1.753,1.98,nc72134286
2014-01-01T17:13:52.160Z,33.97,N,116.823,E,12.404,0.93,ci11408722
2014-01-01T17:06:36.317Z,61.001,N,151.3616,E,73.7,1.6,ak0141xp2vj
2014-01-01T17:05:51.942Z,63.2752,N,151.2767,E,9.8,1.4,ak0141xowd6
2014-01-01T17:04:06.710Z,33.1121667,N,115.574,E,6.369,1.22,ci11408714
2014-01-01T16:59:56.340Z,19.066,N,155.4453333,E,42.531,1.92,hv60614356
2014-01-01T16:55:03.150Z,19.1026667,N,155.4556667,E,36.41,1.97,hv60614346
2014-01-01T16:53:05.960Z,38.8419991,N,122.840332,E,1.363,1.03,nc72134281
2014-01-01T16:51:52.000Z,47.881,N,123.108,E,4.572,0.19,uw60664386
2014-01-01T16:48:34.900Z,17.896,N,67.1331,E,6,1.4,pr14001003
2014-01-01T16:47:53.860Z,51.8989,N,82.0733,W,23.71,4.6,usc000lvcu
2014-01-01T16:34:58.900Z,40.5075,N,121.6118333,E,17.765,0.51,nc72134966
2014-01-01T16:34:33.040Z,36.8165,N,121.5431667,E,5.003,1.03,nc72134271
2014-01-01T16:23:24.180Z,38.8235016,N,122.7906647,E,-0.15,0.53,nc72134266
2014-01-01T16:19:20.510Z,19.2701667,N,155.2123333,E,7.301,1.26,hv60614331
2014-01-01T16:18:37.950Z,38.8421669,N,122.8031693,E,0.962,0.57,nc72134256
2014-01-01T16:14:14.380Z,22.4184,S,66.1327,E,240.69,4.9,usc000lvb7
2014-01-01T16:12:13.220Z,35.6626667,N,120.363,E,10.47,1.03,nc72134251
2014-01-01T16:07:36.990Z,15.9428,N,98.739,E,15.02,4.2,usc000mh9l
2014-01-01T16:03:29.000Z,13.8633,S,167.249,W,187,6.5,usc000lvb5
2014-01-01T15:58:22.400Z,35.6663333,N,118.4608333,E,9.178,0.96,ci11408698
2014-01-01T15:47:16.460Z,35.6646667,N,118.469,E,9.438,3.02,ci11408690
2014-01-01T15:47:10.030Z,33.4988333,N,116.4686667,E,8.794,0.4,ci11408682
2014-01-01T15:45:59.993Z,63.587,N,147.2638,E,1.8,2.1,ak0141wqmf3
2014-01-01T15:42:16.550Z,37.6308333,N,118.8595,E,1.255,-0.12,nc72134241
2014-01-01T15:34:46.048Z,53.8375,N,164.2881,E,41.3,2.3,ak0141wo8gs
2014-01-01T15:28:40.450Z,6.7657,N,127.3952,W,54.45,4.3,usb000m2w2
2014-01-01T15:20:26.750Z,38.7888333,N,122.7631667,E,1.24,1.31,nc72134236
2014-01-01T15:17:48.530Z,17.4773,S,167.8106,W,7.87,4.6,usb000m2w1
2014-01-01T14:54:33.060Z,37.4323333,N,118.6128333,E,7.687,0.73,nc72134226
2014-01-01T14:45:51.979Z,38.6777,N,119.5894,E,10.3,0.6,nn00432834
2014-01-01T14:45:13.070Z,38.8371658,N,122.8078308,E,1.701,0.68,nc72134221
2014-01-01T14:39:26.570Z,36.6547,N,140.9389,W,61.76,4.9,usc000lval
2014-01-01T14:23:03.600Z,35.2981,S,179.0072,E,54.48,4.9,usc000lva0
2014-01-01T14:14:21.880Z,40.2026667,N,121.3796667,E,-2.014,1.42,nc72134216
2014-01-01T14:10:59.948Z,63.0711,N,151.594,E,9.7,1.3,ak0141vxoqy
2014-01-01T14:10:32.900Z,17.7035,N,65.6585,E,17,2.2,pr14001002
2014-01-01T14:09:37.460Z,36.1016667,N,117.8521667,E,2.767,-0.07,ci11408674
2014-01-01T14:08:46.159Z,50.7539,N,172.839,E,13.5,2.5,ak0141vx893
2014-01-01T14:07:26.590Z,63.0607,N,151.5214,E,5.3,1.6,ak0141vwz0z
2014-01-01T13:54:22.990Z,6.6316,S,147.6208,W,64.15,4,usb000m2vz
2014-01-01T13:54:16.760Z,36.1406667,N,118.1026667,E,5.52,0.52,ci11408666
2014-01-01T13:53:57.744Z,61.1207,N,152.2038,E,15.9,0.3,ak0141vlgri
2014-01-01T13:50:00.530Z,38.8211667,N,122.7661667,E,1.45,1.38,nc72134211
2014-01-01T13:46:11.000Z,61.2081,N,152.2756,E,7.1,0.4,ak10931263
2014-01-01T13:45:51.789Z,61.2866,N,145.4025,E,15,1.7,ak0141vjqkq
2014-01-01T13:40:46.300Z,18.4022,N,67.363,E,21,2.5,pr14001001
2014-01-01T13:36:27.880Z,64.7173,N,148.5318,E,18.1,1.7,ak0141vhrac
2014-01-01T13:36:20.930Z,37.3765,N,122.1821667,E,3.76,0.36,nc72134206
2014-01-01T13:34:11.391Z,53.4624,N,165.0999,E,25.4,2.4,ak0141vhakz
2014-01-01T13:26:05.494Z,51.2908,N,175.2776,E,20,1.8,ak0141vfked
2014-01-01T13:15:55.830Z,38.7076667,N,122.3721667,E,9.94,0.93,nc72134201
2014-01-01T13:05:25.033Z,62.098,N,150.3176,E,60.2,2,ak0141vb3vb
2014-01-01T13:03:18.840Z,11.0273,N,86.7714,E,47.73,4.6,usb000m2vy
2014-01-01T12:40:24.670Z,38.7495,N,122.69,E,0.872,0.43,nc72134196
2014-01-01T12:31:38.128Z,51.8067,N,178.0581,E,9.8,1.8,ak0141uv9w4
2014-01-01T12:18:32.700Z,36.0838333,N,117.868,E,4.907,0.38,ci11408658
2014-01-01T12:13:36.050Z,19.368,N,145.2333,W,214.87,4.1,usb000m2vw
2014-01-01T12:12:31.230Z,38.8011667,N,122.815,E,3.03,1.25,nc72134191
2014-01-01T12:11:16.740Z,36.839,N,112.409,E,18.72,1.79,uu60050632
2014-01-01T12:08:36.300Z,44.4451,N,112.8475,E,6.9,1.4,mb14595454
2014-01-01T12:01:55.730Z,36.1025,N,117.8653333,E,4.032,0.75,ci11408650
2014-01-01T12:01:24.900Z,46.1491667,N,122.6526667,E,15.17,0.43,uw60664346
2014-01-01T11:52:25.940Z,38.8255,N,122.805,E,2.91,0.27,nc72134181
2014-01-01T11:33:51.500Z,35.9395,N,117.7401667,E,1.502,0.16,ci11408642
2014-01-01T11:31:04.000Z,38.7859993,N,122.7528305,E,-0.165,0.87,nc72134176
2014-01-01T11:24:39.050Z,7.6919,S,127.9629,W,180.54,4.2,usb000m2vu
2014-01-01T11:24:35.910Z,33.9976667,N,116.8258333,E,10.294,0.26,ci11408634
2014-01-01T11:18:23.020Z,1.031,N,126.1909,W,39.88,4.1,usb000m2w0
2014-01-01T11:09:31.213Z,61.5597,N,141.0807,E,4.4,1.4,ak0141u5401
2014-01-01T11:08:41.610Z,21.3022,S,68.0824,E,121.27,4,usb000m2wd
2014-01-01T11:08:09.850Z,44.4548,S,82.0262,E,10,4.6,usc000lv8w
2014-01-01T10:55:27.410Z,56.1218,S,27.6253,E,98.43,4.4,usb000m2wf
2014-01-01T10:51:33.610Z,38.9413333,N,122.9906667,E,8.202,1.14,nc72134166
2014-01-01T10:49:03.608Z,51.806,N,178.052,E,9.1,1.7,ak0141ts6wo
2014-01-01T10:44:41.699Z,62.972,N,150.3543,E,101.6,1.4,ak0141tr79l
2014-01-01T10:44:28.000Z,53.4979,N,165.1454,E,21,2.5,usc000lvdk
2014-01-01T10:44:02.038Z,38.5331,N,118.4256,E,8.9,0,nn00435972
2014-01-01T10:40:37.840Z,33.9403333,N,116.64,E,13.345,0.72,ci11408626
2014-01-01T10:30:06.850Z,44.5945,N,110.7243333,E,4.61,1.28,uu60050627
2014-01-01T10:29:31.700Z,37.6355,N,119.028,E,10.613,0.1,nc72135671
2014-01-01T10:26:46.010Z,44.6031667,N,110.7146667,E,7.39,1.79,uu60050622
2014-01-01T10:21:43.897Z,40.3171,N,119.7513,E,3.6,-0.3,nn00432943
2014-01-01T10:21:02.910Z,51.053,N,179.688,E,23.6,2.6,usc000lybx
2014-01-01T10:10:47.900Z,4.6918,N,95.1453,W,56.46,4,usb000m2vq
2014-01-01T10:06:21.124Z,62.0312,N,150.6711,E,1.1,1.3,ak0141tj0gw
2014-01-01T09:59:49.520Z,51.262,N,175.278,E,35.9,2.9,usc000lybw
2014-01-01T09:56:35.650Z,38.8093333,N,122.7971667,E,3.4,1.99,nc72134126
2014-01-01T09:53:11.350Z,38.8413315,N,122.8410034,E,2.031,0.55,nc72134121
2014-01-01T09:52:23.910Z,33.8006667,N,117.8335,E,2.402,1.36,ci11408618
2014-01-01T09:50:21.950Z,38.8250008,N,122.8028336,E,2.374,0.73,nc72134116
2014-01-01T09:39:53.499Z,63.3351,N,149.0546,E,86.8,1.8,ak0141t4pzp
2014-01-01T09:36:39.458Z,51.8047,N,178.0522,E,9.6,1.9,ak0141t41rd
2014-01-01T09:29:59.619Z,61.8389,N,151.5844,E,82.7,1.8,ak0141t2lax
2014-01-01T09:27:19.300Z,19.054,N,67.7055,E,42,3.2,pr14001000
2014-01-01T09:26:44.360Z,62.6902,N,150.3674,E,70.1,1.5,ak0141t1wz8
2014-01-01T09:26:02.680Z,36.13,N,118.0621667,E,-0.653,0.49,ci11408610
2014-01-01T09:20:26.976Z,40.0981,N,119.6578,E,13.8,-0.7,nn00432942
2014-01-01T09:17:21.120Z,54.499,N,162.287,E,39,2.6,usc000lybb
2014-01-01T09:06:21.460Z,41.7976667,N,112.7375,E,4.04,2.11,uu60050607
2014-01-01T09:06:12.530Z,38.8173332,N,122.8273315,E,2.151,0.9,nc72134111
2014-01-01T09:03:54.500Z,51.476,N,178.148,E,10.8,2.5,usc000lvde
2014-01-01T08:50:12.793Z,38.0906,N,118.8525,E,12.8,1.1,nn00557599
2014-01-01T08:48:48.760Z,38.8253333,N,122.7978333,E,1.62,1.3,nc72134106
2014-01-01T08:44:33.540Z,38.8271667,N,122.8031667,E,2.06,0.23,nc72134101
2014-01-01T08:38:17.530Z,38.6713333,N,122.3998333,E,6.748,1.85,nc72134096
2014-01-01T08:35:30.890Z,38.8246667,N,122.798,E,1.72,1.58,nc72134091
2014-01-01T08:34:53.750Z,33.9708333,N,116.8005,E,13.437,1.11,ci11408602
2014-01-01T08:34:16.334Z,39.6388,N,119.8596,E,7.2,0.5,nn00432831
2014-01-01T08:32:47.630Z,33.7155,N,116.7256667,E,19.052,0.49,ci11408594
2014-01-01T08:22:50.340Z,37.6016667,N,119.0028333,E,1.729,0.12,nc72134086
2014-01-01T07:58:48.970Z,38.8294983,N,122.8168335,E,4.152,0.56,nc72134081
2014-01-01T07:54:21.267Z,39.1677,N,119.6272,E,5.7,0.7,nn00432828
2014-01-01T07:53:56.380Z,18.4394,S,177.919,E,582.05,4.6,usc000lv7u
2014-01-01T07:52:18.550Z,33.3261667,N,116.377,E,9.433,0.39,ci11408586
2014-01-01T07:46:16.480Z,38.8378334,N,122.8098297,E,1.526,0.07,nc72134076
2014-01-01T07:44:16.370Z,38.8143349,N,122.8201675,E,2.62,0.18,nc72134071
2014-01-01T07:30:01.920Z,33.6318333,N,116.719,E,16.673,0.47,ci11408578
2014-01-01T07:29:43.900Z,38.8404999,N,122.8121643,E,0.589,0.9,nc72134066
2014-01-01T07:18:28.641Z,51.796,N,178.0487,E,8.5,1.8,ak0141rtats
2014-01-01T07:05:26.722Z,39.3978,N,120.1771,E,10.9,-0.8,nn00432940
2014-01-01T07:04:25.910Z,39.697,N,123.4368333,E,8.196,1.2,nc72134051
2014-01-01T07:04:04.190Z,41.9117,N,137.5205,W,285.08,4.9,usc000lv7r
2014-01-01T06:59:37.970Z,36.6035,N,121.2178333,E,1.232,0.76,nc72134046
2014-01-01T06:59:19.450Z,38.8233333,N,122.7916667,E,3.08,0.31,nc72134041
2014-01-01T06:48:12.070Z,38.8263321,N,122.8028336,E,2.025,0.55,nc72134036
2014-01-01T06:30:13.580Z,33.3561667,N,116.7185,E,15.424,0.72,ci11408562
2014-01-01T06:24:26.830Z,38.0311667,N,122.3795,E,8.194,0.73,nc72134031
2014-01-01T06:21:27.480Z,38.7901649,N,122.7624969,E,1.484,0.52,nc72134026
2014-01-01T06:19:13.542Z,39.4263,N,120.2914,E,7.4,-0.8,nn00432939
2014-01-01T06:17:15.340Z,44.617,S,37.4119,W,14.74,4.3,usb000m2vm
2014-01-01T06:08:33.500Z,28.58,N,54.314,W,18.3,4,usc000lv7j
2014-01-01T06:08:08.800Z,34.0183333,N,116.8913333,E,8.821,0.79,ci11408554
2014-01-01T05:59:12.950Z,33.386,N,116.4015,E,12.588,1.36,ci11408546
2014-01-01T05:57:50.070Z,38.8193321,N,122.8031693,E,0.199,0.9,nc72134021
2014-01-01T05:55:53.800Z,38.8676667,N,122.975,E,4.534,1.12,nc72134016
2014-01-01T05:55:29.320Z,36.1335,N,118.0681667,E,-0.563,1.05,ci11408538
2014-01-01T05:53:23.870Z,33.964,N,116.676,E,18.445,0.89,ci11408530
2014-01-01T05:48:53.370Z,28.4669,S,71.3698,E,51.28,4.5,usc000lv8x
2014-01-01T05:48:50.207Z,39.4279,N,120.2838,E,7.9,-0.9,nn00432937
2014-01-01T05:47:23.490Z,39.0091667,N,111.4801667,E,12.98,1.47,uu60050602
2014-01-01T05:25:12.520Z,34.3655,N,116.9013333,E,2.42,1.25,ci11408522
2014-01-01T05:24:29.800Z,33.7103333,N,116.8288333,E,15.451,0.64,ci11408514
2014-01-01T05:23:54.171Z,39.4344,N,120.2826,E,6.5,-0.4,nn00432933
2014-01-01T05:20:10.990Z,36.044,N,120.6238333,E,-0.738,0.37,nc71076849
2014-01-01T05:19:53.660Z,36.0626667,N,120.6651667,E,3.744,0.66,nc72134011
2014-01-01T05:17:57.800Z,36.7333,N,116.2934,E,7.3,-0.1,nn00433108
2014-01-01T05:15:14.040Z,36.1303333,N,118.0658333,E,4.017,0.59,ci11408506
2014-01-01T05:13:18.512Z,62.9578,N,150.2372,E,91.7,2.3,ak0141qlc97
2014-01-01T05:10:09.000Z,33.7053333,N,116.8355,E,15.931,1.23,ci11408498
2014-01-01T05:07:14.160Z,38.81,N,122.7395,E,2.26,1.34,nc72134006
2014-01-01T04:56:54.678Z,36.8932,N,116.7354,E,0,-0.5,nn00433106
2014-01-01T04:46:28.090Z,44.6449,S,15.456,E,10.06,4.7,usc000lv78
2014-01-01T04:19:56.180Z,42.1301667,N,112.529,E,6.75,2.92,uu60050592
2014-01-01T04:18:59.080Z,40.2976667,N,123.622,E,29.404,2.12,nc72133976
2014-01-01T04:18:10.770Z,33.0833,N,139.4782,W,15.72,4.1,usb000m2vh
2014-01-01T04:18:06.610Z,3.4262,N,126.7562,W,63.39,4.1,usb000m2vg
2014-01-01T04:16:40.700Z,38.824501,N,122.8069992,E,2.409,0.89,nc72133971
2014-01-01T04:12:43.750Z,47.5521667,N,122.376,E,25.838,1.03,uw60664316
2014-01-01T04:05:45.310Z,33.3461667,N,116.3398333,E,14.343,0.82,ci11408490
2014-01-01T04:04:59.624Z,60.9743,N,150.8519,E,8.3,1.4,ak0141py2dm
2014-01-01T03:55:56.360Z,37.258,N,122.1718333,E,9.018,0.36,nc72133966
2014-01-01T03:51:25.340Z,33.9291667,N,116.9896667,E,14.502,1.03,ci11408482
2014-01-01T03:50:35.677Z,37.1692,N,116.2841,E,8,-0.9,nn00433105
2014-01-01T03:50:00.923Z,61.9508,N,152.4661,E,5.9,1.6,ak0141pmd6k
2014-01-01T03:39:43.770Z,52.074,N,167.004,E,41.1,2.9,usc000lvdc
2014-01-01T03:39:20.150Z,37.5196667,N,118.8248333,E,4.302,0.57,nc72133961
2014-01-01T03:38:41.557Z,37.4496,N,116.9816,E,12.6,0.9,nn00432825
2014-01-01T03:35:53.430Z,34.2061667,N,117.5881667,E,12.213,1.01,ci11408474
2014-01-01T03:34:45.170Z,37.5208333,N,118.8248333,E,3.689,0.4,nc71076564
2014-01-01T03:34:30.150Z,39.9083333,N,123.5745,E,10.354,1.05,nc72133956
2014-01-01T03:33:49.166Z,61.4423,N,151.6602,E,82.1,1.8,ak0141pitqc
2014-01-01T03:33:00.560Z,35.5751667,N,92.2601667,E,1.67,1.9,nm610251
2014-01-01T03:30:47.290Z,37.6336667,N,119.3518333,E,12.592,1.32,nc72133951
2014-01-01T03:28:37.260Z,33.4846667,N,116.4928333,E,11.29,0.39,ci11408466
2014-01-01T03:28:26.550Z,37.5188333,N,118.8255,E,3.912,0.69,nc72133946
2014-01-01T03:20:13.460Z,6.9955,S,127.7639,W,268.18,4.1,usc000lv6s
2014-01-01T03:18:11.670Z,38.8118324,N,122.8141632,E,1.573,0.43,nc72133941
2014-01-01T03:16:15.270Z,38.8328323,N,122.803833,E,1.429,0.43,nc72133936
2014-01-01T03:14:35.940Z,38.8273333,N,122.805,E,1.87,1.46,nc72133931
2014-01-01T03:11:35.000Z,44.7421667,N,111.2093333,E,11.39,0.7,uu60050582
2014-01-01T03:09:23.820Z,34.3006667,N,118.5758333,E,8.205,1.42,ci11408458
2014-01-01T03:07:01.350Z,38.7626648,N,122.7320023,E,1.668,0.59,nc72133921
2014-01-01T03:05:53.310Z,38.8136673,N,122.7958298,E,2.481,0.75,nc72133916
2014-01-01T03:05:49.070Z,37.6083333,N,119.3588333,E,7.849,1.13,nc72133926
2014-01-01T02:57:45.730Z,11.0957,S,165.2649,W,38.13,4.1,usb000m2vf
2014-01-01T02:54:36.470Z,38.8345,N,122.8033333,E,1.765,0.45,nc72133911
2014-01-01T02:49:10.600Z,47.8913,N,114.7478,E,2.9,1.9,mb14069302
2014-01-01T02:49:08.500Z,47.931,N,114.9191,E,10.7,1.6,mb14746480
2014-01-01T02:48:30.990Z,37.6128333,N,119.3536667,E,5.649,1.14,nc72133906
2014-01-01T02:45:20.094Z,62.9194,N,150.8947,E,101.2,1.6,ak0141ozwh5
2014-01-01T02:41:37.350Z,37.601,N,119.3356667,E,6.979,1.15,nc72133901
2014-01-01T02:33:40.830Z,38.8256683,N,122.8105011,E,2.273,0.56,nc72133896
2014-01-01T02:31:50.107Z,37.0014,N,115.9912,E,6.3,-0.6,nn00432932
2014-01-01T02:31:11.215Z,61.805,N,151.3111,E,67.9,1.6,ak0141owvrl
2014-01-01T02:28:30.478Z,38.0405,N,118.0714,E,0,1.1,nn00432821
2014-01-01T02:23:54.150Z,38.8214989,N,122.8248367,E,0.201,1.01,nc72133891
2014-01-01T02:17:12.414Z,61.5837,N,141.1399,E,7.2,2.3,ak0141otvu1
2014-01-01T02:16:21.940Z,36.0483333,N,120.6138333,E,2.772,1.26,nc72133886
2014-01-01T02:12:49.450Z,38.831,N,122.7708333,E,1.214,0.23,nc72133881
2014-01-01T02:00:42.000Z,33.225,N,116.0813333,E,9.132,2.4,ci11408450
